WTHR_YEAR,WTHR_MM,WTHR_REGN,WTHR_AVG_TEMP,WTHR_AVG_H_TEMP,WTHR_AVG_L_TEMP,WTHR_AVG_PRECIP,WTHR_AVG_WNDSPD,WTHR_MX_WNDSPD,WTHR_AVG_PRESS,WTHR_MX_PRESS,WTHR_MN_PRESS,WTHR_AVG_SEA_PRESS,WTHR_MX_SEA_PRESS,WTHR_MN_SEA_PRESS,WTHR_AVG_RHUM,WTHR_MN_RHUM,WTHR_SUM_SUNHR
2022,7,대구,27.5,32.4,23.7,88.8,2.3,6.2,1000.1,1010,990.8,1006.2,1016.2,996.7,77,36,180.5
2022,8,대구,26.9,31.4,23.4,143.3,1.7,7.4,1001.5,1010.9,994.8,1007.6,1017.2,1000.8,81,27,139.1
2022,9,대구,21.9,26.8,17.7,114.2,2.3,9.4,1007.1,1013.6,977.8,1013.4,1020,983.9,80,22,168.4
2022,10,대구,15.5,21.6,10.1,25.6,2.1,8.7,1015.2,1024,1002.3,1021.6,1030.7,1008.4,72,25,233.8
2022,11,대구,11,17.7,5.2,46.6,1.7,8.1,1014.7,1025.8,1001.4,1021.3,1032.8,1007.8,65,21,209.3
2022,12,대구,0.4,5.4,-4,3.6,2.4,9,1017.4,1026.7,999.6,1024.3,1033.7,1006.4,63,24,209.5
2022,1,대전,-0.8,5.2,-5.9,1.2,1.8,7.3,1016.7,1025.3,1008,1025.6,1034.6,1016.9,54,16,208.1
2022,2,대전,0.1,6.1,-5.2,1.4,2.2,8,1017.6,1026.8,1005.7,1026.5,1036,1014.3,49,12,207.4
2022,3,대전,8.3,14.5,2.5,74,1.9,9.3,1009.4,1019.4,988.7,1018,1028.2,996.9,59,11,172.9
2022,4,대전,14.9,21.9,8.3,69.7,1.9,6.1,1009,1022.3,993.2,1017.3,1031,1001.4,52,12,250.3
2022,5,대전,19.4,26.3,12.7,8.1,2.1,6.8,1004.6,1013,992.6,1012.8,1021.4,1000.4,50,17,310.9
2022,6,대전,24.1,29.4,19.8,117.6,2.4,7.5,999.5,1006.7,986.8,1007.5,1014.9,994.7,67,14,177.7
2022,7,대전,27,31.5,23.4,195,1.9,7,998,1007.3,990.1,1005.9,1015.2,997.8,75,32,162.2
2022,8,대전,25.7,29.6,22.7,496.1,1.9,7.2,999.6,1009.6,992.4,1007.5,1017.8,1000.2,79,31,115.7
2022,9,대전,21.8,27.5,17.4,90.2,2.2,9.6,1005.2,1011.8,985.5,1013.4,1020.1,993.6,69,20,184.7
2022,10,대전,14.3,20.7,9.1,89.3,1.7,7.1,1013.7,1021.9,999.2,1022.1,1030.9,1007.2,68,14,215.6
2022,11,대전,9.5,16.6,3.8,45.8,1.5,7.4,1013.4,1025.7,1000.6,1022,1034.9,1009,64,11,183.9
2022,12,대전,-2,3.3,-6.4,14.7,1.6,8.1,1016.8,1025.5,1000.4,1025.8,1034.8,1009.3,62,15,153.5
2022,1,본부,-0.3,5.3,-5.3,4.7,1.9,7.9,1023.7,1032.5,1016.1,1026.5,1038.9,1020.3,73,43,238.7
2022,2,본부,0.3,5.9,-4.9,4.6,2.4,8.5,1025.1,1034,1016.7,1027.3,1039.2,1017.7,66,37,253.2
2022,3,본부,7.9,13.8,2.3,91.7,2.1,9.6,1017.8,1028.5,999,1018.7,1031.5,1002.4,80,42,226.4
2022,4,본부,13.8,20.4,7.6,60.3,2,7.7,1017.5,1031.2,1001.7,1018.1,1033.3,1003,80,30,281.5
2022,5,본부,18,24.6,11.7,6.1,2,7.4,1013.3,1022.9,1001.3,1014.5,1025.1,1002.2,79,31,337.9
2022,6,본부,22.3,27.1,18.4,180.4,2.1,7.9,1008.7,1016.3,997.7,1009.1,1018.4,997.9,95,52,235.8
2022,7,본부,26,30.3,22.6,183.8,1.7,7.2,1006.6,1016.2,997.7,1007.1,1017.2,998.4,93,57,256.8
2022,8,본부,25.4,29.3,22.3,283.6,1.7,7.3,1008.3,1016.8,1002.3,1008.5,1020,1002.5,91,57,246.1
2022,9,본부,21.1,26.4,16.9,157.6,1.8,10.4,1013.4,1020.4,997.2,1015.4,1024.5,1001.3,88,57,236.3
2022,10,본부,14.2,20.2,9.2,77,1.8,8.2,1021.7,1029.7,1011,1023,1034.6,1011.9,83,39,255.9
2022,11,본부,10,16.7,4.4,62.2,1.6,8.1,1021.4,1033.5,1006.8,1022.9,1036.5,1009,78,47,214.3
2022,12,본부,-0.8,4.3,-5.3,17.3,2.1,8.8,1025,1034.1,1009,1026.5,1036.1,1010.4,76,39,233.5
2022,1,부산,4,9.2,0,0,2.8,8.9,1013.7,1022,1002.7,1022.4,1030.8,1011.3,41,13,233.8
2022,2,부산,3.6,8.8,-0.5,0,3.3,11.6,1014.8,1022.8,1005.6,1023.5,1031.7,1014.1,44,17,242.8
2022,3,부산,10.5,14.8,6.8,127.4,3.4,12,1008.3,1019.4,989.2,1016.7,1028,997.3,65,14,190.1
2022,4,부산,14.9,19.1,11.4,130.6,3.3,11.9,1008.3,1020.9,992.6,1016.6,1029.4,1000.6,64,17,233.6
2022,5,부산,19,23.4,15.3,5.4,3.2,9,1003.8,1012.6,990.8,1011.9,1020.8,998.6,60,24,293.6
2022,6,부산,21.7,24.9,19.4,152,4.3,13.9,1000.1,1006.9,988.4,1008.1,1014.9,996.4,84,25,174.2
2022,7,부산,26.2,29.7,23.7,145,2.6,10.1,998,1008,988.8,1005.8,1016,996.6,84,52,193.8
2022,8,부산,26.4,29.7,24,176.7,3.7,10.5,999.2,1007,993,1007.1,1015,1000.8,81,40,163.6
2022,9,부산,22.9,26.9,20.2,162.4,3,16.2,1003.4,1009.5,952.2,1011.3,1017.6,959.7,76,35,135.1
2022,10,부산,17.6,22.7,14,9.7,3.1,12.6,1011.5,1019.2,1000.8,1019.7,1027.7,1008.7,64,23,210.3
2022,11,부산,14.4,19.8,10.4,61.3,2.7,12.3,1010.8,1019.1,765.7,1019.1,1028,1005.4,57,17,195.6
2022,12,부산,3.3,8.1,-0.3,21.4,3.3,14.7,1013.3,1023,995.3,1022,1031.8,1003.9,44,8,224.7
2022,1,불명,-0.3,5.3,-5.3,4.7,1.9,7.9,1023.7,1032.5,1016.1,1026.5,1038.9,1020.3,73,43,238.7
2022,2,불명,0.3,5.9,-4.9,4.6,2.4,8.5,1025.1,1034,1016.7,1027.3,1039.2,1017.7,66,37,253.2
2022,3,불명,7.9,13.8,2.3,91.7,2.1,9.6,1017.8,1028.5,999,1018.7,1031.5,1002.4,80,42,226.4
2022,4,불명,13.8,20.4,7.6,60.3,2,7.7,1017.5,1031.2,1001.7,1018.1,1033.3,1003,80,30,281.5
2022,5,불명,18,24.6,11.7,6.1,2,7.4,1013.3,1022.9,1001.3,1014.5,1025.1,1002.2,79,31,337.9
2022,6,불명,22.3,27.1,18.4,180.4,2.1,7.9,1008.7,1016.3,997.7,1009.1,1018.4,997.9,95,52,235.8
2022,7,불명,26,30.3,22.6,183.8,1.7,7.2,1006.6,1016.2,997.7,1007.1,1017.2,998.4,93,57,256.8
2022,8,불명,25.4,29.3,22.3,283.6,1.7,7.3,1008.3,1016.8,1002.3,1008.5,1020,1002.5,91,57,246.1
2022,9,불명,21.1,26.4,16.9,157.6,1.8,10.4,1013.4,1020.4,997.2,1015.4,1024.5,1001.3,88,57,236.3
2022,10,불명,14.2,20.2,9.2,77,1.8,8.2,1021.7,1029.7,1011,1023,1034.6,1011.9,83,39,255.9
2022,11,불명,10,16.7,4.4,62.2,1.6,8.1,1021.4,1033.5,1006.8,1022.9,1036.5,1009,78,47,214.3
2022,12,불명,-0.8,4.3,-5.3,17.3,2.1,8.8,1025,1034.1,1009,1026.5,1036.1,1010.4,76,39,233.5
2022,1,서울,-2.2,2.6,-6.2,5.5,2.2,7.6,1014.3,1022.6,1006.2,1025.2,1034,1017,55,21,206.9
2022,2,서울,-1.1,3.8,-5.3,4.7,2.6,7.4,1014.9,1024.3,1001.2,1025.9,1035.6,1011.6,55,21,203.8
2022,3,서울,7.7,12.7,3.2,102.6,2.5,8.8,1006.8,1017.4,984.9,1017.3,1028,994.9,62,15,173
2022,4,서울,14.8,20.6,10,20.4,2.7,8.4,1006.6,1020.3,989.1,1016.8,1030.8,998.6,55,17,246.4
2022,5,서울,19.1,25,13.9,7.5,2.6,7.6,1001.9,1010.7,989.2,1011.8,1020.9,999.1,55,16,302.3
2022,6,서울,23.3,27.5,19.8,393.8,2.5,9.9,997,1004.7,983.1,1006.8,1014.7,992.8,73,18,131.9
2022,7,서울,27.3,31,24.2,252.3,2.1,5.6,995.6,1005.2,987.3,1005.2,1014.9,996.8,77,46,140.1
2022,8,서울,25.7,28.9,23.1,564.8,2.3,8.6,996.8,1006.7,987.2,1006.5,1016.6,996.7,80,39,116.3
2022,9,서울,22.4,27.2,18.2,201.5,2.4,8,1003.1,1009.5,988.4,1012.9,1019.5,998.3,68,29,203.9
2022,10,서울,14.6,19.7,10.3,124.1,2.2,6.8,1011.1,1019.3,997,1021.4,1029.8,1006.8,69,25,216
2022,11,서울,10,15.4,5.6,84.5,2.1,6.5,1010.7,1023.4,997.7,1021.2,1034.7,1007.7,65,23,187.5
2022,12,서울,-2.8,1.7,-6.6,13.6,2.3,7.4,1014,1023.1,998,1025,1034.4,1008.9,59,21,197.1
2022,1,세종,-1.4,4.2,-6.6,2.7,1.1,6.3,1013.9,1022.5,1005.4,1025.3,1034.4,1016.7,55,10,196.6
2022,2,세종,-0.4,5.2,-5.6,2.2,1.5,7.1,1014.8,1024,1003.1,1026.2,1035.7,1014.1,50,13,204.9
2022,3,세종,7.7,13.9,1.9,77.1,1.4,6.2,1006.7,1016.6,986,1017.7,1027.8,996.4,60,8,165.6
2022,4,세종,14.2,21.6,7.7,53.7,1.4,5.5,1006.4,1019.7,990.9,1017.1,1030.8,1001,55,11,241.9
2022,5,세종,18.4,25.3,11.7,9.4,1.5,6,1002.1,1018.3,990.2,1012.5,1021.1,1000.4,52,16,301.1
2022,6,세종,23.3,28.7,19,118.5,1.6,5.4,997,1004.1,984,1007.2,1014.5,994,69,12,182.5
2022,7,세종,26.4,30.9,22.9,239.5,1.2,6.8,995.5,1004.9,987.5,1005.6,1014.9,997.4,79,44,184.3
2022,8,세종,25.3,29.2,22.3,421,1.3,4.7,997,1007.1,989.7,1007.1,1017.6,999.6,82,34,134.2
2022,9,세종,21.8,27.2,17.3,138.8,1.5,8.2,1002.6,1012.2,984.4,1012.9,1019.9,994.7,70,26,170.9
2022,10,세종,13.9,20,9,100.7,1.1,5.3,1011.1,1019.4,996.9,1021.8,1030.7,1007.1,70,17,201.6
2022,11,세종,9.4,16.1,3.9,39.8,1,6.1,1010.8,1022.8,998,1021.7,1034.5,1008.7,65,12,171.8
2022,12,세종,-2.4,2.6,-6.7,19,1.1,6.3,1014,1022.7,997.8,1025.5,1034.5,1009.2,64,16,153.5
2022,1,울산,2.6,8,-1.7,0.9,2.3,6.5,1012.6,1021.1,1001.2,1022.7,1031.4,1011.2,39,4,235.2
2022,2,울산,2.7,7.7,-1.8,2.2,2.5,6.4,1013.4,1022.1,1002.6,1023.6,1032.5,1012.4,37,5,242.7
2022,3,울산,9.9,15,4.9,55.5,2.2,6.9,1007.1,1018.4,986,1016.9,1028.5,995.3,60,8,211.5
2022,4,울산,14.7,20.1,9.8,81,2.1,5.8,1007,1020.5,991,1016.7,1030.5,1000.2,59,5,258.3
2022,5,울산,19.2,24.9,13.8,6.1,1.8,5,1002.5,1012.6,988.6,1011.9,1022.3,997.5,54,13,318.2
2022,6,울산,22.4,26.6,19.1,147.1,2.2,6.8,998.8,1006.1,986.8,1008.1,1015.5,995.9,78,28,225.7
2022,7,울산,26,30,22.9,125,1.5,4.9,997.1,1006.7,988.2,1006.3,1015.9,997.1,83,38,183.9
2022,8,울산,26.4,30.2,23.4,138.5,2,6,998.2,1007,991.4,1007.4,1016.5,1000.4,79,37,162
2022,9,울산,21.7,25.6,18.4,284.8,2.1,10,1003.5,1009.7,961.5,1012.9,1019.2,970.5,79,27,134.7
2022,10,울산,16,21,11.8,30.4,2,6,1011.2,1019.3,999.5,1020.8,1029.1,1008.7,67,18,208.9
2022,11,울산,12.7,18.3,7.7,44.9,1.9,5.4,1010.5,1019.1,997.1,1020.2,1029.5,1006.5,58,6,210.8
2022,12,울산,2,6.8,-2.1,9.7,2.5,6.6,1012.6,1022.1,994.4,1022.8,1032.4,1004.5,44,7,224
2022,1,인천,-1.8,2.1,-5.5,8.6,3.2,10.2,1020.5,1028.3,1013.8,1026.3,1034.7,1018.7,59,26,213.5
2022,2,인천,-1.1,2.7,-4.8,3.6,3.5,11,1021,1031.4,1007,1027,1036.7,1012.9,62,24,215.5
2022,3,인천,6.1,10.1,2.3,83.2,3.3,12.2,1012.5,1024.4,989.7,1018.4,1029,995.9,71,20,181.2
2022,4,인천,11.9,16.4,7.8,14,3.1,9.8,1012.2,1027.4,998,1017.9,1032.1,1002.2,69,21,252.3
2022,5,인천,15.9,20.4,11.7,7,3.1,8.7,1007.4,1016.3,994.8,1013.1,1021.8,1000,74,18,301.6
2022,6,인천,20.8,24.4,17.9,330,3,10.9,1002.3,1010.9,988.1,1007.8,1016.5,993.6,86,39,145.9
2022,7,인천,25.1,28.6,22.4,230.2,2.4,9.4,1000.9,1010.6,992.4,1006.3,1016,997.8,89,51,198.5
2022,8,인천,24.3,27.2,21.7,359.6,2.6,10,1002.1,1011.8,991.9,1007.5,1017.4,997.4,90,39,187.3
2022,9,인천,20.9,25,17.3,150.9,2.5,11.6,1008.7,1015.2,997.2,1014.2,1020.8,1001.3,79,31,231.4
2022,10,인천,13.7,17.8,10.1,122.6,2.9,11.7,1017.1,1025.4,1002.8,1022.6,1031.3,1008.3,76,27,231.3
2022,11,인천,9.5,13.9,5.6,74.1,2.9,12.4,1016.5,1030.2,1003.2,1022.4,1036,1008.7,75,25,188.9
2022,12,인천,-2.2,1.4,-5.8,17.2,3.4,11.9,1020.1,1029.3,1004.4,1026.3,1035.7,1010.4,65,28,193.5
2022,1,전남,1.9,6.8,-2.3,2.4,2.9,9.7,1023.7,1032.2,1015.1,1025.8,1034.6,1017.7,70,43,226.8
2022,2,전남,2,7.1,-2.7,1.5,3.3,9.9,1025.1,1033.5,1016.7,1027.1,1036.1,1017.7,65,37,231.4
2022,3,전남,8.7,14.4,3.5,124.1,2.8,11.5,1017.8,1028.5,998.9,1018.4,1028.7,1000.7,80,38,196.8
2022,4,전남,13.9,20.1,8.4,82.7,2.4,8.4,1017.5,1030.5,1001.7,1018,1030.7,1002,80,24,265.2
2022,5,전남,17.8,24.1,12,3,2.3,7.7,1013.3,1022.1,1001.3,1014.5,1022.3,1001.8,75,22,303.2
2022,6,전남,22.4,26.5,19.2,91.8,2.7,9,1008.7,1015.4,997.7,1008.9,1015.6,997.9,93,51,187.6
2022,7,전남,26.3,30.2,23.2,207.3,2.4,9.7,1006.6,1016.2,997.7,1006.8,1016.4,997.9,92,53,214.6
2022,8,전남,26.3,29.9,23.4,129.5,2.3,8.7,1008.3,1015.9,1002.3,1008.5,1016.1,1002.5,90,57,165.2
2022,9,전남,22.2,26.7,18.5,158.6,2.5,14.9,1012.5,1019.1,985.9,1012.7,1019.4,990.1,88,57,183.8
2022,10,전남,15.5,21.1,10.7,26.2,2.6,10,1021.7,1029.7,1011,1022.1,1030,1011.2,75,38,255.9
2022,11,전남,11.5,17.8,6.1,53.6,2.3,11.2,1021.4,1033.5,1006.7,1021.7,1034.2,1008.3,76,47,194.8
2022,12,전남,2,6.5,-2.1,16,2.9,10.5,1025,1034.1,1009,1025.8,1034.3,1010,73,39,201.8
2022,1,전북,-0.8,4.8,-5.7,3,1.5,7.4,1023.7,1032.5,1015.5,1026.1,1035,1017.8,68,31,206.5
2022,2,전북,-0.3,5.4,-5.5,6.9,2,7.9,1024.9,1033.9,1014.4,1027.3,1036.6,1017,66,18,222.8
2022,3,전북,7.5,13.9,1.5,83.2,1.9,9.4,1016.3,1026.1,996.8,1018.7,1029.2,999.5,74,22,180.5
2022,4,전북,13.4,20.5,7.1,59.8,1.8,7.2,1015.7,1028.8,998.7,1018.1,1031.9,1001.3,70,18,258.8
2022,5,전북,17.5,24.5,10.9,3.7,1.8,7.4,1011.5,1020.1,1000.2,1013.8,1022.6,1002.2,64,20,301.8
2022,6,전북,22.8,27.8,18.8,178.5,2.1,8.1,1005.9,1012.9,994.3,1008.1,1015.1,996.9,79,26,189.3
2022,7,전북,26.1,30.5,22.5,143.6,1.7,7.9,1004.2,1013.5,994.5,1006.3,1016.2,997.5,84,49,187.3
2022,8,전북,25.6,29.5,22.5,184.6,1.8,7.1,1005.9,1014.9,999.4,1008,1017.4,1002.2,85,39,149.8
2022,9,전북,21.4,27,16.9,82.3,1.7,9.5,1011.1,1018,990.3,1013.3,1021.1,993.2,80,38,190.7
2022,10,전북,13.8,20.5,8.3,52.5,1.6,7.8,1020.3,1027.9,1006.9,1023,1032.4,1009.8,77,32,237
2022,11,전북,9.5,16.9,3.5,73,1.5,7.5,1020,1032.3,1006.6,1022.3,1034.7,1009,74,23,197.4
2022,12,전북,-1.2,4,-5.9,39.9,1.6,8.8,1023.8,1032.3,1008,1026.2,1035.6,1010.3,74,25,166.5
2022,1,제주,6.3,9.3,4,31.8,4,12.1,1022.5,1030.3,1013.8,1025,1032.9,1016.4,70,35,177.8
2022,2,제주,5.4,8.5,2.5,20.8,4.4,12.1,1024.1,1032.3,1014.8,1026.6,1035,1017.3,63,32,173.4
2022,3,제주,11.5,15.3,7.9,115.6,3.8,14.2,1015.9,1025.2,999,1018.4,1027.8,1002.4,79,42,179.9
2022,4,제주,15.4,19.3,12,99.6,3.2,11,1015.3,1027.5,999.8,1017.8,1030,1003,79,30,242.8
2022,5,제주,18.9,22.8,15.4,17.1,3,8.8,1011.4,1020.1,998.2,1013.8,1023,1000.8,79,31,271.9
2022,6,제주,22.7,25.7,20.3,197.5,3.4,11.8,1006.1,1012.5,993.5,1008.4,1015.1,995.9,95,52,212.9
2022,7,제주,27.3,30.4,24.8,226.3,3.2,11.1,1004.1,1013.6,995.7,1006.4,1016.3,998,93,57,256.8
2022,8,제주,28.1,31.1,25.6,191.1,3.5,10.8,1005.9,1012.9,998.3,1008.2,1016.6,1000.7,90,55,246.1
2022,9,제주,24,26.9,21.7,306.3,3.9,20.7,1009.3,1016.3,972.5,1011.7,1018.7,974.8,80,38,179.5
2022,10,제주,18.3,21.5,15.4,19.6,4,11.6,1019.3,1025.5,1009.1,1021.7,1028.4,1011.9,69,39,237.6
2022,11,제주,15.5,19.3,12.1,102.5,3.5,10.7,1018.7,1030.5,1005.1,1021.2,1033.1,1007.5,71,34,202.4
2022,12,제주,6.8,9.8,4,34.3,4.7,13.7,1022.7,1031.4,1007.4,1025.3,1034,1009.9,69,34,148.1
2022,1,청주,-0.9,3.9,-5.3,0.8,1.2,6,1017.8,1026.4,1016.1,1025.3,1034.1,1020.3,52,22,207.4
2022,2,청주,-0.6,5.2,-6,2.6,1.9,7.4,1022,1031.4,1009.5,1026.1,1035.8,1013.4,56,10,222.9
2022,3,청주,7.8,13.9,2.1,59.7,1.7,8.6,1013.6,1023.8,992.3,1017.6,1027.8,996,66,14,192
2022,4,청주,14.3,21.6,7.4,46.7,1.8,7.5,1013.1,1026.8,997,1017,1030.8,1000.6,57,12,274.1
2022,5,청주,19,25.8,12.3,9.4,2,6.8,1008.6,1017.3,996.6,1012.4,1021.2,1000.2,56,15,329.2
2022,6,청주,23.8,29,19.5,140.9,2,8.3,1003.5,1010.9,990,1007.1,1014.6,993.6,71,14,186.4
2022,7,청주,26.9,31.3,23.4,158.2,1.5,5.6,1001.9,1011.3,994,1005.5,1015,997.6,81,38,196.1
2022,8,청주,25.6,29.4,22.5,538.4,1.6,7.2,1003.4,1013.4,995.7,1007.1,1017.2,999.3,84,36,132.2
2022,9,청주,21.6,27.3,16.7,126.8,1.7,10,1009.4,1016.1,991.3,1013.1,1019.9,995,77,28,213.6
2022,10,청주,13.9,19.9,8.6,106.4,1.3,5.9,1017.9,1026.2,1003.3,1021.8,1030.7,1006.9,76,25,218.2
2022,11,청주,9,15.7,3.3,58.5,1.1,7,1017.7,1030.2,1004.7,1021.7,1034.4,1008.5,73,18,197.7
2022,12,청주,-2.9,2.1,-7.5,21.7,1.2,6.4,1021.4,1030.2,1005.1,1025.5,1034.5,1009.4,72,23,165.9
2022,1,충남,-1.8,4.2,-7.4,5.1,1.2,6.1,1023.5,1032.2,1015.9,1025.8,1034.5,1018.1,69,26,215.1
2022,2,충남,-0.7,5.1,-6.2,4,1.7,7.5,1024.6,1034,1013.3,1026.7,1036.3,1014.9,65,15,211.1
2022,3,충남,6.9,13.1,0.8,71.1,1.6,8.7,1016.1,1026,995.8,1018,1028.3,997.2,74,21,186.2
2022,4,충남,13,20,6.4,55.4,1.6,7.6,1015.6,1028.7,999.1,1017.5,1031.1,1001.6,69,16,265.3
2022,5,충남,17.4,24,10.8,5.3,1.8,6.5,1011.3,1019.7,999.7,1013,1021.3,1000.9,67,19,337.9
2022,6,충남,22.7,27.4,18.6,201,2,7.8,1005.6,1012.5,993.3,1007.4,1015,994.9,78,22,181.7
2022,7,충남,26.1,30.5,22.5,151.5,1.4,6.5,1003.9,1013.5,995.4,1005.8,1015.4,997.5,86,50,202.6
2022,8,충남,25.1,28.8,21.9,479.7,1.6,7,1005.6,1015.3,998.6,1007.3,1017.3,1000.1,89,37,153.6
2022,9,충남,21.1,26.9,16.4,115.2,1.4,7,1011.2,1017.9,995,1013.4,1020.2,997.9,79,32,193.4
2022,10,충남,13.5,19.8,8.1,114.5,1.2,6.9,1020.1,1028.2,1005.8,1022.2,1031.2,1007.8,81,28,226.1
2022,11,충남,8.9,16.2,3,47.3,1.1,6.5,1019.9,1032.6,1006.8,1021.9,1034.8,1008.9,76,27,192
2022,12,충남,-2.2,3.1,-6.9,23.1,1.3,7.3,1023.7,1032.5,1008,1025.8,1035.3,1010,76,26,166.4
2022,1,충북,-2.7,3.2,-8.4,2.4,1.5,6.8,1017.8,1026.4,1016.1,1025.3,1034.7,1020.3,66,23,214.2
2022,2,충북,-1.5,4.5,-7.4,3.8,2.1,7.6,1022,1031.4,1009.5,1026.1,1035.8,1013.4,57,13,222.9
2022,3,충북,6.8,13.2,0.7,76.2,1.6,8.7,1013.6,1023.8,992.3,1017.6,1028.8,996.3,69,16,192
2022,4,충북,13.4,20.9,5.9,49.6,1.7,6.9,1013.1,1026.8,997,1017,1031.3,1000.7,59,14,274.1
2022,5,충북,17.8,25,10.5,7.5,1.8,6.8,1008.6,1017.3,996.6,1012.4,1022,1000.2,60,16,329.2
2022,6,충북,22.6,28,17.9,161.9,1.7,7,1003.5,1010.9,990,1007.3,1015.4,993.9,76,18,188.4
2022,7,충북,25.8,30.3,22.2,221.2,1.5,5.7,1001.9,1011.3,994,1005.7,1015.6,997.6,86,48,196.1
2022,8,충북,24.7,28.5,21.4,447.3,1.4,6.6,1003.4,1013.4,995.7,1007.2,1017.4,999.6,90,39,132.2
2022,9,충북,20.3,26.3,15.4,106.4,1.5,8.8,1009.4,1016.1,991.3,1013.5,1020.9,995.2,81,30,213.6
2022,10,충북,12.8,19.3,7.2,91.4,1.3,6.5,1017.9,1026.2,1003.3,1021.8,1031.9,1007.3,83,25,218.2
2022,11,충북,7.9,15.2,1.7,55.8,1.2,6.6,1017.7,1030.2,1004.7,1021.8,1034.4,1008.7,76,21,198.5
2022,12,충북,-3.9,1.5,-8.9,18.5,1.5,7.3,1021.4,1030.2,1005.1,1025.5,1035,1009.4,73,26,176.6
2021,1,강원,-3.4,2.2,-8.8,10.2,1.8,9.2,1019.9,1030.5,1004.3,1025.8,1037.9,1011.2,70,19,205.4
2021,2,강원,1.8,7.8,-4,5,2.1,8.5,1016.3,1031.7,998.3,1021.9,1035.5,1007.2,64,17,226.8
2021,3,강원,7.3,13.5,1.7,101.2,1.7,8.2,1016.8,1032.7,995.1,1020.4,1037.2,999.2,75,17,240.7
2021,4,강원,11.9,18,6,102.7,1.9,8.1,1016,1030.3,997.8,1019.2,1036.3,1000.5,65,17,262
2021,5,강원,15.5,21.1,10.2,159.4,1.7,8.6,1005.8,1015.3,992.5,1009.3,1021.9,997.8,79,19,247.5
2021,6,강원,20.6,25.7,16.3,78.7,1.4,6.9,1006.1,1016,993.7,1008.4,1018.9,998.7,86,31,247.4
2021,7,강원,25.3,30.6,21.2,144.7,1.2,5.6,1006.9,1015.2,997.3,1009.2,1018.1,999.4,89,50,289.1
2021,8,강원,23.5,27.9,20.2,247.8,1.3,6.7,1006.9,1015.7,995.1,1009.5,1019.8,998.1,91,48,211.3
2021,9,강원,19.9,24.8,16,135.3,1.4,6.1,1012.7,1025.2,999.4,1015.4,1027.3,1004,91,44,231.6
2021,10,강원,13.6,19.4,9.1,91.1,1.2,6.1,1018.9,1027.1,1005.2,1022.5,1033.2,1007.2,86,28,196.1
2021,11,강원,6.9,12.9,2,37.2,1.7,8.4,1015.1,1032.8,998.5,1020.3,1040.7,1005,79,25,213.3
2021,12,강원,0,5.3,-4.9,16.7,1.8,8.3,1019.6,1031.4,1003.4,1026.1,1038.2,1013.4,76,23,219.8
2021,1,경기,-3.7,2.2,-9.4,18.5,1.4,9.1,1021.9,1032.6,1008,1025.8,1036.9,1012.5,67,24,192.8
2021,2,경기,1.6,8.1,-4.5,9.1,1.8,7.6,1018.4,1027.6,1004.4,1022.3,1031.7,1008.2,64,18,199.1
2021,3,경기,7.9,14.9,1.8,106.2,1.5,7.3,1016.8,1028.7,996,1020.5,1033.8,1000.4,73,22,242.6
2021,4,경기,13.2,19.8,6.9,100.5,1.7,7.3,1015.2,1029.3,997.2,1019.1,1033.6,1000.9,65,21,239
2021,5,경기,16.1,22,10.8,192.9,1.5,7.4,1005.9,1017.2,993.2,1009.9,1021.8,997.7,79,27,212.8
2021,6,경기,21.8,27.4,17.3,64.9,1.3,6.3,1004.6,1013.9,996.2,1008.6,1017.6,999.7,85,39,225.3
2021,7,경기,26.6,31.8,22.5,118,1.2,6.2,1004.9,1013.4,995.4,1009,1017.8,999.2,85,42,256.6
2021,8,경기,24.7,29.4,21,168.8,1.2,6.9,1005.5,1014.1,991.9,1009.6,1018.3,998.1,85,45,180.1
2021,9,경기,21.2,26.6,16.9,145.8,1.3,5.8,1010.6,1022.9,1000.4,1014.7,1026.8,1004.6,83,47,209.4
2021,10,경기,14.1,20.3,9.2,53.2,1.1,5.5,1018.4,1028.3,1004.2,1022.5,1032.2,1007.7,82,25,205.3
2021,11,경기,6.7,13.2,1.4,64.8,1.2,7.8,1016.8,1033.5,1001.8,1020.8,1038,1006.5,79,30,183.7
2021,12,경기,-0.6,5,-5.5,8,1.4,7.6,1022.4,1034.5,1009.7,1026.3,1038.7,1014.6,71,25,193.1
2021,1,경남,1.2,7.1,-4.1,17.7,1.7,8.6,1022.9,1032.4,1008.5,1024.7,1034.7,1012.8,66,19,213.6
2021,2,경남,5.2,11.7,-0.5,37.7,2,8.9,1019.6,1030.7,1004.7,1021.5,1032.1,1008,62,16,212
2021,3,경남,10.3,16.5,4.6,148.6,1.7,8.3,1018.6,1032.6,999.9,1020.1,1034.2,1002.1,74,26,242.8
2021,4,경남,14.1,20.8,7.9,78.8,1.8,8.2,1017.6,1032.7,1000.7,1019.1,1034.3,1003,65,22,261.3
2021,5,경남,17.8,23.5,12.5,134,1.7,8.5,1008.8,1019.8,997.2,1010.3,1022.1,998.8,79,23,234.3
2021,6,경남,22.3,27.5,18,119.7,1.3,5.6,1007.7,1016.7,998,1009.2,1018.1,999.4,84,40,219.8
2021,7,경남,26.3,31.1,22.7,367.6,1.4,6.8,1008.1,1015.8,998.5,1009.6,1017.2,1000,85,53,228.2
